user_id,accommodation_id,accommodation_name,duration_days,budget,start_date,budget_range
U0057,1000108328,강릉 게스트하우스 중앙점,3,500000,2025-12-05,40-60만원
U0058,3003230,강릉 S202 스파펜션,2,1000000,2025-02-25,60만원 이상
U0059,10044704,강릉 라온펜션,2,200000,2025-08-06,20만원 이하
U0061,10061060,강릉 브릭포레스트,2,400000,2025-11-05,20-40만원
U0062,10047592,강릉 디니다스펜션,2,1600000,2025-02-21,
U0063,1000108328,강릉 게스트하우스 중앙점,2,1600000,2025-05-21,
U0064,3002827,강릉 황토와솔내음펜션,2,300000,2025-05-31,20-40만원
U0065,1000108328,강릉 게스트하우스 중앙점,3,400000,2025-05-30,20-40만원
U0066,10064424,강릉 쉼표펜션,2,800000,2025-05-24,60만원 이상
U0067,1000109710,강릉 라라,3,300000,2025-01-12,20-40만원
U0068,1000108328,강릉 게스트하우스 중앙점,2,200000,2025-01-31,20만원 이하
U0069,3017781,강릉 아스라,4,700000,2025-05-31,60만원 이상
U0070,1000108328,강릉 게스트하우스 중앙점,3,300000,2025-04-25,20-40만원
U0071,1000108328,강릉 게스트하우스 중앙점,3,400000,2025-03-21,20-40만원
U0072,3010391,강릉 경포대 큐브,5,500000,2025-06-19,40-60만원
U0073,10056273,강릉 머물구자펜션,2,800000,2025-06-30,60만원 이상
U0075,10040659,강릉 아카펠라 게스트하우스,2,400000,2025-06-04,20-40만원
U0076,10060041,강릉 열시반펜션,2,1300000,2025-09-17,
U0077,10060041,강릉 열시반펜션,3,2800000,2025-08-20,
U0078,10063220,강릉 꿈꾸는풍차애견동반펜션,2,1400000,2025-12-12,
U0079,10062450,강릉 유림스테이,3,2300000,2025-09-18,
U0081,10062031,강릉 스테이경포55,2,700000,2025-08-15,60만원 이상
U0082,10060041,강릉 열시반펜션,2,1900000,2025-11-15,
U0085,10057607,강릉 나비잠,4,1700000,2025-10-11,
U0086,10062450,강릉 유림스테이,2,500000,2025-10-19,40-60만원
U0087,10060041,강릉 열시반펜션,2,400000,2025-07-23,20-40만원
U0088,10064399,강릉 더이스트펜션,5,700000,2025-10-19,60만원 이상
U0089,10063700,신라모노그램 강릉 레지던스,2,1300000,2025-02-18,
U0090,3017781,강릉 아스라,4,1100000,2025-11-04,
U0091,10040659,강릉 아카펠라 게스트하우스,5,500000,2025-03-10,40-60만원
U0092,10064533,강릉 경포블루비치펜션,4,800000,2025-05-31,60만원 이상
U0093,1000108328,강릉 게스트하우스 중앙점,5,500000,2025-12-14,40-60만원
U0094,10058072,강릉 하이오션618호,2,300000,2025-08-04,20-40만원
U0095,10060041,강릉 열시반펜션,2,200000,2025-02-12,20만원 이하
U0097,10060041,강릉 열시반펜션,2,400000,2025-01-03,20-40만원
U0098,1000108328,강릉 게스트하우스 중앙점,3,300000,2025-05-11,20-40만원
U0099,10047953,강릉 1012독채펜션,2,500000,2025-05-14,40-60만원
U0100,1000102592,강릉 경포대 인터파크,5,1700000,2025-08-31,
U0101,10046703,강릉 하하스테이펜션,2,1500000,2025-09-26,
U0103,1000236,강릉 경포대 스완,3,500000,2025-06-07,40-60만원
U0104,10058408,강릉 삐꼴로까사,3,800000,2025-12-02,60만원 이상
U0105,1000090928,강릉 경포솔향기펜션,2,300000,2025-05-16,20-40만원
U0106,10065274,강릉 호텔 감재,2,500000,2025-04-08,40-60만원
U0108,10065181,강릉 호텔 인,2,300000,2025-01-05,20-40만원
U0109,3017781,강릉 아스라,3,700000,2025-09-09,60만원 이상
U0110,10057249,강릉 연곡펜션,2,200000,2025-07-25,20만원 이하
U0111,10056414,강릉 당신의안목펜션,3,800000,2025-05-12,60만원 이상
U0112,10058151,강릉 미라벨펜션,3,1100000,2025-04-21,
U0113,10044704,강릉 라온펜션,2,400000,2025-12-16,20-40만원
U0114,1000108328,강릉 게스트하우스 중앙점,2,800000,2025-10-06,60만원 이상
U0115,10057607,강릉 나비잠,2,600000,2025-01-21,40-60만원
U0116,10062031,강릉 스테이경포55,3,600000,2025-03-11,40-60만원
U0117,10058072,강릉 하이오션618호,5,1000000,2025-09-22,60만원 이상
U0118,3008141,강릉관광호텔,2,1700000,2025-01-04,
U0119,1000108328,강릉 게스트하우스 중앙점,3,800000,2025-09-23,60만원 이상
U0121,10045242,강릉 더시월독채펜션,2,500000,2025-08-25,40-60만원
U0122,10060041,강릉 열시반펜션,2,400000,2025-11-11,20-40만원
U0123,10060041,강릉 열시반펜션,2,1800000,2025-01-20,
U0125,10057607,강릉 나비잠,4,1400000,2025-06-24,
U0126,10060041,강릉 열시반펜션,2,400000,2025-10-30,20-40만원
U0127,1000108328,강릉 게스트하우스 중앙점,3,700000,2025-01-02,60만원 이상
U0128,10060041,강릉 열시반펜션,5,3500000,2025-07-21,
U0129,1000108328,강릉 게스트하우스 중앙점,2,200000,2025-02-15,20만원 이하
U0131,10065274,강릉 호텔 감재,2,400000,2025-06-27,20-40만원
U0132,1000108328,강릉 게스트하우스 중앙점,2,300000,2025-12-04,20-40만원
U0133,10060041,강릉 열시반펜션,5,1200000,2025-10-28,
U0134,10058072,강릉 하이오션618호,3,2300000,2025-04-29,
U0137,10058072,강릉 하이오션618호,2,400000,2025-06-18,20-40만원
U0138,1000108328,강릉 게스트하우스 중앙점,3,1500000,2025-07-15,
U0139,1000108328,강릉 게스트하우스 중앙점,2,1500000,2025-12-20,
U0140,1000114001,강릉 파인아트라벨,2,800000,2025-02-05,60만원 이상
U0141,10060041,강릉 열시반펜션,2,1400000,2025-06-06,
U0142,1000108328,강릉 게스트하우스 중앙점,2,500000,2025-02-17,40-60만원
U0143,10062450,강릉 유림스테이,4,1500000,2025-05-27,
U0144,1000108328,강릉 게스트하우스 중앙점,3,700000,2025-09-11,60만원 이상
U0145,10060041,강릉 열시반펜션,4,3000000,2025-10-22,
U0146,1000108328,강릉 게스트하우스 중앙점,5,500000,2025-12-03,40-60만원
U0147,10057607,강릉 나비잠,2,700000,2025-11-06,60만원 이상
U0148,1000108328,강릉 게스트하우스 중앙점,2,1900000,2025-05-11,
U0149,10060041,강릉 열시반펜션,3,1100000,2025-05-01,
U0151,10058072,강릉 하이오션618호,3,700000,2025-10-04,60만원 이상
U0152,10058072,강릉 하이오션618호,2,400000,2025-09-21,20-40만원
U0154,1000108328,강릉 게스트하우스 중앙점,2,200000,2025-10-17,20만원 이하
U0155,3002569,강릉 한들펜션,2,400000,2025-07-29,20-40만원
U0156,10040659,강릉 아카펠라 게스트하우스,3,300000,2025-08-06,20-40만원
U0158,10065274,강릉 호텔 감재,3,600000,2025-12-03,40-60만원
U0159,10056273,강릉 머물구자펜션,3,700000,2025-07-31,60만원 이상
U0160,1000108328,강릉 게스트하우스 중앙점,3,400000,2025-05-22,20-40만원
U0161,10060041,강릉 열시반펜션,3,600000,2025-10-03,40-60만원
U0164,3000446,강릉 라벨르호텔 프리미어 강릉역점,2,200000,2025-03-27,20만원 이하
U0166,10058072,강릉 하이오션618호,3,1100000,2025-10-18,
U0167,1000108328,강릉 게스트하우스 중앙점,2,700000,2025-06-03,60만원 이상
U0168,3017781,강릉 아스라,2,1700000,2025-02-14,
U0170,10065181,강릉 호텔 인,2,500000,2025-10-19,40-60만원
U0171,10058072,강릉 하이오션618호,2,400000,2025-09-18,20-40만원
U0172,1000108328,강릉 게스트하우스 중앙점,2,300000,2025-10-17,20-40만원
U0173,10057607,강릉 나비잠,2,400000,2025-08-23,20-40만원
U0174,10060041,강릉 열시반펜션,2,800000,2025-11-15,60만원 이상
U0175,10047953,강릉 1012독채펜션,2,600000,2025-05-17,40-60만원
U0176,10065274,강릉 호텔 감재,2,500000,2025-05-09,40-60만원
U0177,10058072,강릉 하이오션618호,4,1400000,2025-08-02,
U0178,10060041,강릉 열시반펜션,2,600000,2025-10-21,40-60만원
U0179,10058072,강릉 하이오션618호,3,400000,2025-02-03,20-40만원
U0180,10058151,강릉 미라벨펜션,4,3000000,2025-05-15,
U0181,1000109710,강릉 라라,2,1800000,2025-04-18,
U0182,10060041,강릉 열시반펜션,2,400000,2025-11-21,20-40만원
U0184,10060041,강릉 열시반펜션,3,2800000,2025-07-29,
U0185,1000108328,강릉 게스트하우스 중앙점,2,200000,2025-02-07,20만원 이하
U0186,100102,강릉 경포대 파라다이스,4,400000,2025-08-20,20-40만원
U0187,1000108328,강릉 게스트하우스 중앙점,2,200000,2025-10-27,20만원 이하
U0188,1000108328,강릉 게스트하우스 중앙점,3,500000,2025-09-17,40-60만원
U0189,1000114471,강릉 마운틴,3,600000,2025-12-25,40-60만원
U0190,10058072,강릉 하이오션618호,4,900000,2025-10-26,60만원 이상
U0191,1000100529,경포 비스타호텔,3,800000,2025-11-26,60만원 이상
U0192,1000100529,경포 비스타호텔,2,300000,2025-06-08,20-40만원
U0193,1000108328,강릉 게스트하우스 중앙점,3,2200000,2025-01-12,
U0194,10040659,강릉 아카펠라 게스트하우스,3,300000,2025-03-19,20-40만원
U0195,1000108328,강릉 게스트하우스 중앙점,2,200000,2025-12-27,20만원 이하
U0196,1000108328,강릉 게스트하우스 중앙점,5,600000,2025-01-07,40-60만원
U0199,1000109262,강릉 숨어있는집펜션,3,300000,2025-07-14,20-40만원
U0201,1000108328,강릉 게스트하우스 중앙점,2,1800000,2025-01-02,
U0202,10065274,강릉 호텔 감재,3,800000,2025-03-24,60만원 이상
U0203,10056273,강릉 머물구자펜션,3,2700000,2025-08-23,
U0204,10060041,강릉 열시반펜션,2,200000,2025-11-20,20만원 이하
U0205,10058151,강릉 미라벨펜션,4,900000,2025-04-03,60만원 이상
U0206,10061373,강릉 도도하우스1,2,600000,2025-04-06,40-60만원
U0207,10058072,강릉 하이오션618호,4,1500000,2025-05-20,
U0208,10058072,강릉 하이오션618호,2,1400000,2025-11-28,
U0209,10047953,강릉 1012독채펜션,2,300000,2025-06-22,20-40만원
U0210,3002920,강릉 산바다펜션,2,1000000,2025-06-19,60만원 이상
U0211,10060041,강릉 열시반펜션,5,1100000,2025-01-29,
U0212,10058072,강릉 하이오션618호,3,2000000,2025-12-06,
U0213,10063103,강릉 사천의밤,2,200000,2025-11-15,20만원 이하
U0214,1000108328,강릉 게스트하우스 중앙점,2,200000,2025-11-28,20만원 이하
U0215,10060041,강릉 열시반펜션,2,900000,2025-08-31,60만원 이상
U0216,10062414,강릉 스테이인터뷰,2,500000,2025-10-26,40-60만원
U0218,10060041,강릉 열시반펜션,4,800000,2025-04-02,60만원 이상
U0219,10060041,강릉 열시반펜션,4,1500000,2025-01-20,
U0220,1000108328,강릉 게스트하우스 중앙점,5,600000,2025-01-17,40-60만원
U0221,1000100529,경포 비스타호텔,3,600000,2025-12-06,40-60만원
U0222,1000110878,강릉 진하우스펜션,2,200000,2025-03-17,20만원 이하
U0224,10060041,강릉 열시반펜션,4,3300000,2025-09-05,
U0225,1000145,강릉 더뷰티호텔,5,1100000,2025-11-01,
U0226,10060041,강릉 열시반펜션,3,2800000,2025-05-21,
U0227,10056273,강릉 머물구자펜션,2,800000,2025-06-17,60만원 이상
U0228,10062414,강릉 스테이인터뷰,2,900000,2025-12-05,60만원 이상
U0229,10044704,강릉 라온펜션,3,500000,2025-01-23,40-60만원
U0230,1000110490,강릉 브라운도트 강릉경포점,3,2400000,2025-09-30,
U0231,10060041,강릉 열시반펜션,3,500000,2025-02-25,40-60만원
U0232,10046257,강릉 하쿠나마타타풀빌라,2,1500000,2025-07-03,
U0233,10062450,강릉 유림스테이,2,700000,2025-07-24,60만원 이상
U0234,10060041,강릉 열시반펜션,4,1200000,2025-03-17,
U0235,1000108328,강릉 게스트하우스 중앙점,3,2100000,2025-08-01,
U0236,10060197,강릉 모래하늘펜션,2,1300000,2025-03-23,
U0237,10062294,강릉 노빌레펜션,2,500000,2025-03-14,40-60만원
U0238,10062414,강릉 스테이인터뷰,2,500000,2025-11-20,40-60만원
U0239,1000108328,강릉 게스트하우스 중앙점,2,1700000,2025-08-17,
U0240,10058072,강릉 하이오션618호,5,1300000,2025-01-20,
U0243,1000108328,강릉 게스트하우스 중앙점,3,700000,2025-12-02,60만원 이상
U0244,10058151,강릉 미라벨펜션,2,1300000,2025-07-29,
U0245,10058072,강릉 하이오션618호,5,1300000,2025-09-24,
U0246,1000108328,강릉 게스트하우스 중앙점,3,300000,2025-07-08,20-40만원
U0247,10060041,강릉 열시반펜션,3,2300000,2025-01-11,
U0248,10056273,강릉 머물구자펜션,3,1500000,2025-12-12,
U0249,1000108328,강릉 게스트하우스 중앙점,5,600000,2025-12-22,40-60만원
U0250,10058072,강릉 하이오션618호,2,1000000,2025-09-06,60만원 이상
U0251,10058151,강릉 미라벨펜션,2,400000,2025-11-22,20-40만원
U0253,10040659,강릉 아카펠라 게스트하우스,3,300000,2025-12-27,20-40만원
U0254,1000108328,강릉 게스트하우스 중앙점,2,300000,2025-12-08,20-40만원
U0255,10060041,강릉 열시반펜션,3,1500000,2025-06-09,
U0256,3017781,강릉 아스라,4,500000,2025-09-22,40-60만원
U0257,3017781,강릉 아스라,3,300000,2025-03-17,20-40만원
U0259,1000145,강릉 더뷰티호텔,2,200000,2025-06-05,20만원 이하
U0260,1000108328,강릉 게스트하우스 중앙점,3,600000,2025-06-26,40-60만원
U0261,1000108328,강릉 게스트하우스 중앙점,3,500000,2025-10-18,40-60만원
U0262,10046257,강릉 하쿠나마타타풀빌라,5,4700000,2025-04-26,
U0263,10046257,강릉 하쿠나마타타풀빌라,2,1500000,2025-04-25,
U0264,10060041,강릉 열시반펜션,2,700000,2025-03-26,60만원 이상
U0265,1000108328,강릉 게스트하우스 중앙점,4,900000,2025-07-29,60만원 이상
U0266,10058072,강릉 하이오션618호,4,1500000,2025-11-18,
U0268,3012679,강릉 경포대 산토리니,5,500000,2025-03-04,40-60만원
U0269,10060041,강릉 열시반펜션,3,600000,2025-11-06,40-60만원
U0270,10060041,강릉 열시반펜션,2,1400000,2025-05-21,
U0271,3017781,강릉 아스라,2,500000,2025-01-11,40-60만원
U0272,10060041,강릉 열시반펜션,3,600000,2025-03-14,40-60만원
U0273,1000108328,강릉 게스트하우스 중앙점,4,3700000,2025-01-26,
U0274,10048130,강릉 라임비치스파펜션,4,1800000,2025-10-18,
U0275,1000108328,강릉 게스트하우스 중앙점,2,200000,2025-01-10,20만원 이하
U0278,10046137,강릉(정동진) 해맞이,2,200000,2025-01-04,20만원 이하
U0279,10060041,강릉 열시반펜션,5,1300000,2025-01-23,
U0280,10060041,강릉 열시반펜션,5,2100000,2025-06-15,
U0281,1000108328,강릉 게스트하우스 중앙점,4,1000000,2025-09-02,60만원 이상
U0283,10064050,강릉 디오네스파펜션,2,200000,2025-10-02,20만원 이하
U0284,1000108328,강릉 게스트하우스 중앙점,2,300000,2025-02-21,20-40만원
U0285,10048410,강릉 지지(GG)펜션,2,400000,2025-10-23,20-40만원
U0286,10056273,강릉 머물구자펜션,3,2600000,2025-03-31,
U0287,10064423,강릉 진스테이,2,200000,2025-11-04,20만원 이하
U0289,3005630,강릉 티케하우스펜션,2,700000,2025-11-04,60만원 이상
U0290,10060041,강릉 열시반펜션,2,200000,2025-10-01,20만원 이하
U0292,10040659,강릉 아카펠라 게스트하우스,5,500000,2025-03-14,40-60만원
U0294,10060041,강릉 열시반펜션,5,1100000,2025-11-14,
U0295,1000108328,강릉 게스트하우스 중앙점,2,700000,2025-06-28,60만원 이상
U0297,3000446,강릉 라벨르호텔 프리미어 강릉역점,2,200000,2025-11-20,20만원 이하
U0298,1000109710,강릉 라라,5,1700000,2025-02-13,
U0299,3012679,강릉 경포대 산토리니,5,500000,2025-10-06,40-60만원
U0300,3008141,강릉관광호텔,2,400000,2025-03-11,20-40만원
U0301,1000108328,강릉 게스트하우스 중앙점,3,400000,2025-03-15,20-40만원
U0303,10044704,강릉 라온펜션,2,200000,2025-05-26,20만원 이하
U0304,3000446,강릉 라벨르호텔 프리미어 강릉역점,2,1300000,2025-06-09,
U0305,1000108328,강릉 게스트하우스 중앙점,3,500000,2025-09-10,40-60만원
U0306,10040659,강릉 아카펠라 게스트하우스,4,900000,2025-08-08,60만원 이상
U0307,1000108328,강릉 게스트하우스 중앙점,2,500000,2025-01-21,40-60만원
U0310,10062044,강릉 더 오션스테이 A19,2,500000,2025-03-12,40-60만원
U0311,10060041,강릉 열시반펜션,5,1000000,2025-09-29,60만원 이상
U0312,10060041,강릉 열시반펜션,2,400000,2025-02-25,20-40만원
U0313,1000090928,강릉 경포솔향기펜션,4,3100000,2025-02-21,
U0314,3000446,강릉 라벨르호텔 프리미어 강릉역점,2,500000,2025-05-03,40-60만원
U0315,10060041,강릉 열시반펜션,2,400000,2025-12-07,20-40만원
U0316,1000109710,강릉 라라,3,1100000,2025-06-24,
U0318,3004935,강릉 옥상달빛펜션,2,300000,2025-12-10,20-40만원
U0320,1000109710,강릉 라라,5,500000,2025-11-16,40-60만원
U0321,3000446,강릉 라벨르호텔 프리미어 강릉역점,2,400000,2025-07-15,20-40만원
U0323,1000108328,강릉 게스트하우스 중앙점,5,800000,2025-06-10,60만원 이상
U0324,10046257,강릉 하쿠나마타타풀빌라,2,1700000,2025-12-07,
U0325,10060041,강릉 열시반펜션,2,400000,2025-01-20,20-40만원
U0326,1000108328,강릉 게스트하우스 중앙점,4,1200000,2025-09-30,
U0327,10060041,강릉 열시반펜션,3,2300000,2025-03-27,
U0328,10065274,강릉 호텔 감재,4,1000000,2025-11-04,60만원 이상
U0330,10058072,강릉 하이오션618호,2,400000,2025-11-09,20-40만원
U0331,10057607,강릉 나비잠,2,400000,2025-04-03,20-40만원
U0332,1000108328,강릉 게스트하우스 중앙점,5,700000,2025-10-01,60만원 이상
U0333,3008141,강릉관광호텔,2,300000,2025-02-09,20-40만원
U0335,10061268,강릉 더브리앙뜨펜션,2,1300000,2025-09-13,
U0336,1000108328,강릉 게스트하우스 중앙점,2,200000,2025-04-01,20만원 이하
U0337,1000145,강릉 더뷰티호텔,2,500000,2025-10-22,40-60만원
U0338,1000108328,강릉 게스트하우스 중앙점,4,1000000,2025-12-28,60만원 이상
U0339,10048130,강릉 라임비치스파펜션,2,300000,2025-03-11,20-40만원
U0340,10057607,강릉 나비잠,2,1600000,2025-09-19,
U0341,10064399,강릉 더이스트펜션,2,200000,2025-02-24,20만원 이하
U0342,1000108328,강릉 게스트하우스 중앙점,3,1100000,2025-08-18,
U0343,10057051,강릉 초당더쉼펜션,2,800000,2025-06-27,60만원 이상
U0344,10062828,강릉 소나무숲펜션,2,1600000,2025-03-31,
U0345,1000108328,강릉 게스트하우스 중앙점,3,500000,2025-08-23,40-60만원
U0346,10064423,강릉 진스테이,3,1000000,2025-03-09,60만원 이상
U0347,10040659,강릉 아카펠라 게스트하우스,2,200000,2025-01-04,20만원 이하
U0348,1000104370,강릉 게스트하우스 뮤,5,800000,2025-03-15,60만원 이상
U0349,10040659,강릉 아카펠라 게스트하우스,5,500000,2025-05-15,40-60만원
U0350,10048130,강릉 라임비치스파펜션,3,500000,2025-10-13,40-60만원
U0351,10040005,강릉 이팝게스트하우스,2,300000,2025-03-15,20-40만원
U0352,27240,강릉 부띠크 루소호텔,2,200000,2025-01-27,20만원 이하
U0353,1000108328,강릉 게스트하우스 중앙점,3,400000,2025-03-01,20-40만원
U0354,3013306,강릉 더샾호텔,3,1000000,2025-02-23,60만원 이상
U0355,10058072,강릉 하이오션618호,2,500000,2025-08-23,40-60만원
U0356,10058151,강릉 미라벨펜션,2,1000000,2025-08-17,60만원 이상
U0357,1000108328,강릉 게스트하우스 중앙점,2,400000,2025-10-11,20-40만원
U0358,3008632,강릉 루소호텔,5,3300000,2025-02-14,
U0359,10061418,강릉 강문스테이,3,700000,2025-03-07,60만원 이상
U0360,10044704,강릉 라온펜션,5,1200000,2025-07-24,
U0362,1000108328,강릉 게스트하우스 중앙점,3,300000,2025-12-08,20-40만원
U0363,1000108328,강릉 게스트하우스 중앙점,4,500000,2025-02-07,40-60만원
U0364,10060041,강릉 열시반펜션,2,500000,2025-07-10,40-60만원
U0365,10046137,강릉(정동진) 해맞이,2,600000,2025-07-15,40-60만원
U0366,10060041,강릉 열시반펜션,2,500000,2025-02-26,40-60만원
U0368,10060848,강릉 나이아드펜션,3,300000,2025-09-19,20-40만원
U0369,10048410,강릉 지지(GG)펜션,2,900000,2025-03-17,60만원 이상
U0371,10047953,강릉 1012독채펜션,4,1100000,2025-09-25,
U0372,10047953,강릉 1012독채펜션,2,1000000,2025-12-24,60만원 이상
U0374,10058151,강릉 미라벨펜션,2,400000,2025-12-04,20-40만원
U0375,10040659,강릉 아카펠라 게스트하우스,2,500000,2025-01-03,40-60만원
U0376,1000108328,강릉 게스트하우스 중앙점,4,700000,2025-01-20,60만원 이상
U0377,1000108328,강릉 게스트하우스 중앙점,3,300000,2025-08-21,20-40만원
U0378,10060041,강릉 열시반펜션,3,400000,2025-03-03,20-40만원
U0379,3004405,강릉 휴가펜션,2,1500000,2025-10-09,
U0380,10057347,강릉 해중공원펜션,2,400000,2025-10-25,20-40만원
U0381,10065181,강릉 호텔 인,2,400000,2025-11-15,20-40만원
U0382,10056273,강릉 머물구자펜션,2,300000,2025-04-28,20-40만원
U0383,10039924,강릉 위펜션(안목 커피거리),3,600000,2025-11-17,40-60만원
U0384,10058072,강릉 하이오션618호,3,400000,2025-10-23,20-40만원
U0385,1000108328,강릉 게스트하우스 중앙점,3,600000,2025-05-24,40-60만원
U0386,10064423,강릉 진스테이,2,200000,2025-02-25,20만원 이하
U0387,10056273,강릉 머물구자펜션,2,400000,2025-01-15,20-40만원
U0388,1000108328,강릉 게스트하우스 중앙점,4,800000,2025-04-30,60만원 이상
U0390,10043398,강릉 페리아902키즈가족스파펜션,2,900000,2025-04-16,60만원 이상
U0391,10048130,강릉 라임비치스파펜션,2,900000,2025-09-13,60만원 이상
U0392,1000108328,강릉 게스트하우스 중앙점,3,1100000,2025-07-30,
U0393,1000108328,강릉 게스트하우스 중앙점,3,700000,2025-11-14,60만원 이상
U0394,10058072,강릉 하이오션618호,3,400000,2025-11-24,20-40만원
U0395,10060041,강릉 열시반펜션,3,800000,2025-05-20,60만원 이상
U0396,1000108328,강릉 게스트하우스 중앙점,2,400000,2025-05-25,20-40만원
U0397,10062450,강릉 유림스테이,2,400000,2025-09-15,20-40만원
U0398,10058072,강릉 하이오션618호,3,1500000,2025-08-17,
U0400,3003230,강릉 S202 스파펜션,2,200000,2025-11-27,20만원 이하
U0401,10058151,강릉 미라벨펜션,2,300000,2025-06-12,20-40만원
U0402,10060041,강릉 열시반펜션,2,800000,2025-07-15,60만원 이상
U0403,10058072,강릉 하이오션618호,2,500000,2025-01-27,40-60만원
U0404,1000108328,강릉 게스트하우스 중앙점,4,400000,2025-07-22,20-40만원
U0405,10046779,강릉 칸펜션,2,300000,2025-08-28,20-40만원
U0406,3012759,강릉 다비앙스파펜션,3,2400000,2025-02-23,
U0408,1000108374,강릉 세인트린느 카라반 게스트하우스,3,300000,2025-11-10,20-40만원
U0409,1000108374,강릉 세인트린느 카라반 게스트하우스,4,500000,2025-11-05,40-60만원
U0410,10060041,강릉 열시반펜션,2,300000,2025-11-23,20-40만원
U0411,1000108328,강릉 게스트하우스 중앙점,3,1300000,2025-03-13,
U0412,10058072,강릉 하이오션618호,3,600000,2025-01-28,40-60만원
U0413,3003230,강릉 S202 스파펜션,2,500000,2025-07-10,40-60만원
U0414,3008141,강릉관광호텔,2,500000,2025-10-27,40-60만원
U0415,1000108328,강릉 게스트하우스 중앙점,4,900000,2025-05-16,60만원 이상
U0416,10060041,강릉 열시반펜션,2,400000,2025-09-30,20-40만원
U0417,3002920,강릉 산바다펜션,2,300000,2025-08-05,20-40만원
U0418,1000108328,강릉 게스트하우스 중앙점,4,400000,2025-01-12,20-40만원
U0419,1000090928,강릉 경포솔향기펜션,5,4100000,2025-11-20,
U0420,10046257,강릉 하쿠나마타타풀빌라,2,1700000,2025-04-11,
U0421,10060041,강릉 열시반펜션,2,300000,2025-08-22,20-40만원
U0422,10040659,강릉 아카펠라 게스트하우스,4,400000,2025-09-25,20-40만원
U0423,1000145,강릉 더뷰티호텔,3,1100000,2025-05-06,
U0425,10065274,강릉 호텔 감재,2,200000,2025-05-01,20만원 이하
